,user,uservec,itemid,itemvec,userid
2816,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],1
2817,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
2818,0.70.00.00.70.10.0,[0.7 0.  0.  0.7 0.1 0. ],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],19
2819,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
2820,0.80.00.00.00.10.6,[0.8 0.  0.  0.  0.1 0.6],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],75
2821,0.80.60.00.10.10.0,[0.8 0.6 0.  0.1 0.1 0. ],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],14
2822,0.80.20.50.00.10.0,[0.8 0.2 0.5 0.  0.1 0. ],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],21
2823,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
2824,0.80.20.50.00.20.0,[0.8 0.2 0.5 0.  0.2 0. ],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],35
2825,0.80.00.00.10.60.0,[0.8 0.  0.  0.1 0.6 0. ],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],6
2826,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2827,0.90.40.10.00.40.0,[0.9 0.4 0.1 0.  0.4 0. ],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],202
2828,0.80.20.50.00.10.0,[0.8 0.2 0.5 0.  0.1 0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],21
2829,0.90.20.00.30.30.0,[0.9 0.2 0.  0.3 0.3 0. ],0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],81
2830,0.80.00.00.50.30.0,[0.8 0.  0.  0.5 0.3 0. ],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],24
2831,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],1
2832,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
2833,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],8,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
2834,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
2835,0.80.40.40.00.10.0,[0.8 0.4 0.4 0.  0.1 0. ],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],146
2836,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
2837,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],4
2838,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
2839,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
2840,0.90.20.30.00.30.0,[0.9 0.2 0.3 0.  0.3 0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],118
2841,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
2842,0.80.00.30.00.50.0,[0.8 0.  0.3 0.  0.5 0. ],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],44
2843,0.80.00.30.00.50.0,[0.8 0.  0.3 0.  0.5 0. ],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],44
2844,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],5
2845,0.80.50.30.00.00.0,[0.8 0.5 0.3 0.  0.  0. ],0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],144
2846,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],8,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],0
2847,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
2848,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
2849,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],8,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],1
2850,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
2851,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2852,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],4
2853,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],0
2854,0.80.20.50.00.20.0,[0.8 0.2 0.5 0.  0.2 0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],35
2855,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
2856,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],0
2857,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2858,0.80.00.00.00.60.1,[0.8 0.  0.  0.  0.6 0.1],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],199
2859,0.80.60.00.10.10.0,[0.8 0.6 0.  0.1 0.1 0. ],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],14
2860,0.80.00.00.40.00.4,[0.8 0.  0.  0.4 0.  0.4],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],228
2861,0.80.10.60.00.00.1,[0.8 0.1 0.6 0.  0.  0.1],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],273
2862,0.80.00.60.00.10.1,[0.8 0.  0.6 0.  0.1 0.1],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],181
2863,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
2864,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2865,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
2866,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
2867,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],5
2868,0.90.30.00.30.20.0,[0.9 0.3 0.  0.3 0.2 0. ],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],79
2869,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
2870,0.80.00.00.00.10.6,[0.8 0.  0.  0.  0.1 0.6],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],75
2871,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],0
2872,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],5
2873,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2874,0.80.00.00.40.40.0,[0.8 0.  0.  0.4 0.4 0. ],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],25
2875,0.90.40.00.10.40.0,[0.9 0.4 0.  0.1 0.4 0. ],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],83
2876,0.80.60.00.10.00.0,[0.8 0.6 0.  0.1 0.  0. ],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],39
2877,0.90.30.00.30.30.0,[0.9 0.3 0.  0.3 0.3 0. ],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],76
2878,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],4
2879,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
2880,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
2881,0.80.00.60.00.20.0,[0.8 0.  0.6 0.  0.2 0. ],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],52
2882,0.80.00.10.00.60.0,[0.8 0.  0.1 0.  0.6 0. ],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],17
2883,0.80.10.10.00.60.0,[0.8 0.1 0.1 0.  0.6 0. ],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],15
2884,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],2
2885,0.80.50.10.00.30.0,[0.8 0.5 0.1 0.  0.3 0. ],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],32
2886,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
2887,0.80.30.00.40.10.0,[0.8 0.3 0.  0.4 0.1 0. ],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],41
2888,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],1
2889,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],1
2890,0.90.30.00.20.40.0,[0.9 0.3 0.  0.2 0.4 0. ],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],88
2891,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],0
2892,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
2893,0.90.10.00.40.30.0,[0.9 0.1 0.  0.4 0.3 0. ],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],150
2894,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
2895,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2896,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2897,0.80.00.10.00.60.0,[0.8 0.  0.1 0.  0.6 0. ],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],17
2898,0.80.00.00.10.00.6,[0.8 0.  0.  0.1 0.  0.6],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],137
2899,0.80.30.00.50.00.0,[0.8 0.3 0.  0.5 0.  0. ],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],60
2900,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],0
2901,0.80.00.00.10.00.6,[0.8 0.  0.  0.1 0.  0.6],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],137
2902,0.80.00.50.00.30.0,[0.8 0.  0.5 0.  0.3 0. ],8,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],54
2903,0.80.10.60.00.10.0,[0.8 0.1 0.6 0.  0.1 0. ],8,[1.00000e+00 2.77121e-01 1.31000e-04 3.81530e-02 3.35835e-01 3.48760e-01],9
2904,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
2905,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2906,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
2907,0.80.20.50.00.10.0,[0.8 0.2 0.5 0.  0.1 0. ],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],21
2908,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],1
2909,0.70.10.00.00.00.7,[0.7 0.1 0.  0.  0.  0.7],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],165
2910,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],1
2911,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2912,0.80.50.10.00.30.0,[0.8 0.5 0.1 0.  0.3 0. ],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],32
2913,0.80.50.00.10.20.0,[0.8 0.5 0.  0.1 0.2 0. ],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],4
2914,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],1
2915,0.90.30.20.00.30.0,[0.9 0.3 0.2 0.  0.3 0. ],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],102
2916,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
2917,0.90.40.00.20.30.0,[0.9 0.4 0.  0.2 0.3 0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],92
2918,0.80.50.00.10.10.0,[0.8 0.5 0.  0.1 0.1 0. ],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],125
2919,0.80.10.00.50.10.0,[0.8 0.1 0.  0.5 0.1 0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],183
2920,0.90.30.00.10.40.0,[0.9 0.3 0.  0.1 0.4 0. ],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],27
2921,0.90.30.00.20.30.0,[0.9 0.3 0.  0.2 0.3 0. ],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],66
2922,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2923,0.80.10.50.00.10.0,[0.8 0.1 0.5 0.  0.1 0. ],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],205
2924,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
2925,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
2926,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],15,[1.00000e+00 3.81149e-01 1.29000e-04 6.00380e-02 2.69129e-01 2.89554e-01],0
2927,0.80.00.00.60.20.0,[0.8 0.  0.  0.6 0.2 0. ],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],16
2928,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
2929,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
2930,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],0
2931,0.90.20.00.40.30.0,[0.9 0.2 0.  0.4 0.3 0. ],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],74
2932,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],18,[1.00000e+00 2.97750e-01 1.30000e-05 1.16030e-02 5.12182e-01 1.78452e-01],0
2933,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
2934,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
2935,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
2936,0.80.50.10.00.20.0,[0.8 0.5 0.1 0.  0.2 0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],2
2937,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
2938,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
2939,0.80.00.00.70.10.0,[0.8 0.  0.  0.7 0.1 0. ],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],69
2940,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],7,[1.       0.249086 0.001009 0.514682 0.067732 0.167491],0
2941,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],14,[1.00000e+00 2.87909e-01 2.50000e-05 8.98300e-03 5.11333e-01 1.91751e-01],0
2942,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],12,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
2943,0.80.10.60.00.00.0,[0.8 0.1 0.6 0.  0.  0. ],6,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],43
2944,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],0
2945,0.80.10.00.20.50.0,[0.8 0.1 0.  0.2 0.5 0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],22
2946,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],5,[1.00000e+00 3.13277e-01 1.25000e-04 1.84130e-02 4.10555e-01 2.57630e-01],0
2947,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],0
2948,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
2949,0.80.10.10.00.60.0,[0.8 0.1 0.1 0.  0.6 0. ],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],15
2950,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],1,[1.00000e+00 2.95442e-01 1.40000e-05 1.35191e-01 2.92304e-01 2.77050e-01],0
2951,0.80.20.10.00.50.0,[0.8 0.2 0.1 0.  0.5 0. ],4,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],50
2952,0.70.00.70.00.00.0,[0.7 0.  0.7 0.  0.  0. ],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],5
2953,0.90.40.10.10.30.0,[0.9 0.4 0.1 0.1 0.3 0. ],17,[1.00000e+00 2.11406e-01 3.60000e-05 2.77300e-03 5.69886e-01 2.15900e-01],12
2954,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
2955,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],16,[1.00000e+00 2.97322e-01 2.50000e-05 3.49510e-02 4.13566e-01 2.54137e-01],0
2956,0.80.20.60.00.00.0,[0.8 0.2 0.6 0.  0.  0. ],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],96
2957,0.80.20.60.00.00.0,[0.8 0.2 0.6 0.  0.  0. ],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],96
2958,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],3,[1.00000e+00 3.31830e-01 2.20000e-05 1.99040e-02 4.40390e-01 2.07855e-01],0
2959,0.80.10.00.00.10.6,[0.8 0.1 0.  0.  0.1 0.6],13,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],112
2960,0.80.10.00.00.60.0,[0.8 0.1 0.  0.  0.6 0. ],0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],31
2961,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],2,[1.00000e+00 4.38513e-01 3.00000e-06 3.07140e-02 3.84494e-01 1.46277e-01],0
2962,0.70.00.00.70.00.0,[0.7 0.  0.  0.7 0.  0. ],9,[1.00000e+00 3.06008e-01 4.50000e-04 7.70480e-02 2.30439e-01 3.86055e-01],1
2963,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],0
2964,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],10,[1.00000e+00 3.75829e-01 2.50000e-05 3.30410e-02 3.49637e-01 2.41468e-01],0
2965,0.80.10.20.00.50.0,[0.8 0.1 0.2 0.  0.5 0. ],11,[1.00000e+00 2.64355e-01 1.20000e-05 3.73930e-02 4.20649e-01 2.77591e-01],42
2966,0.70.00.00.00.00.7,[0.7 0.  0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],0
2967,0.70.10.00.00.00.7,[0.7 0.1 0.  0.  0.  0.7],19,[1.00000e+00 2.81649e-01 1.73000e-04 1.95994e-01 1.51003e-01 3.71182e-01],165
2968,0.80.10.20.00.50.0,[0.8 0.1 0.2 0.  0.5 0. ],0,[1.00000e+00 4.21669e-01 1.10000e-05 1.09020e-02 3.09585e-01 2.57833e-01],42
